locality,region,query_used,score,latitude,longitude,resolved_name,admin1,admin2,country,geocode_status
Сатис п,Нижегородская обл,сатис,14.801961279440029,54.9229,43.22977,Сатис,Нижегородская Область,,Россия,ok
Сатка г,Челябинская обл,сатка,15.080740201334224,55.04103,59.04746,Сатка,Челябинская,,Россия,ok
Сафоново г,Смоленская обл,сафоново,15.073641841436537,55.11091,33.23728,Сафоново,Смоленская Область,Сафоновский Район,Россия,ok
Сахзаводской п,Орловская обл,сахзаводской,14.0,52.43036,37.51624,Сахзаводской,Орловская Область,,Россия,ok
Саяногорск г,Хакасия Респ,саяногорск,15.081857756383377,53.09975,91.40736,Саяногорск,Хакасия,,Россия,ok
Сватково с,Московская обл,сватково,14.75234813125735,56.38333,38.21667,Сватково,Московская область,,Россия,ok
Светлогорск г,Калининградская обл,светлогорск,14.930574145673944,54.93987,20.15479,Светлогорск,Калининградская Область,Светлогорск,Россия,ok
Светлоград г,Ставропольский край,светлоград,9.058981150774796,45.32736,42.8562,Светлоград,Ставрополье,,Россия,ok
Светлый Путь Ленина п,Краснодарский край,светлый путь ленина,14.0,45.20011,37.66045,Светлый Путь Ленина,Краснодарский край,,Россия,ok
Светлый Яр рп,Волгоградская обл,светлый яр,14.948280727862148,48.47449,44.78504,Светлый Яр,Волгоградская Область,,Россия,ok
Светлый г,Калининградская обл,светлый,15.000423745563626,54.67501,20.13473,Светлый,Калининградская Область,,Россия,ok
Светлый п,Оренбургская обл,светлый,14.910242102975667,50.81964,60.85075,Светлый,Оренбургская Область,,Россия,ok
Светлый п,Саратовская обл,светлый,14.941107470177728,51.6737,45.63054,Светлый,Саратовская Область,,Россия,ok
Светлый п,Свердловская обл,светлый,9.000423745563626,54.67501,20.13473,Светлый,Калининградская Область,,Россия,ok
Светогорск г,Ленинградская обл,светогорск,14.966357925488918,61.11213,28.86321,Светогорск,Ленинградская область,,Россия,ok
Свеча пгт,Кировская обл,свеча,14.85115774526306,58.27795,47.51226,Свеча,Кировская Область,,Россия,ok
Свияжский п,Татарстан Респ,,,,,,,,,not_found
Свобода м,Курская обл,,,,,,,,,not_found
Себеж г,Псковская обл,себеж,14.88082196651184,56.28607,28.48327,Себеж,Псковская Область,,Россия,ok
Северное с,Новосибирская обл,северное,14.858932778917543,56.35023,78.36481,Северное,Новосибирская Область,,Россия,ok
Северное с,Оренбургская обл,северное,14.845446636150792,54.0928,52.54184,Северное,Оренбургская Область,,Россия,ok
Северный п,Московская обл,северный,14.82419665602318,56.73333,37.65,Северный,Московская область,,Россия,ok
Северный пгт,Белгородская обл,северный,14.895583514421896,50.6754,36.55869,Северный,Белгородская Область,,Россия,ok
Северодвинск г,Архангельская обл,северодвинск,15.21771226079538,64.55825,39.82971,Северодвинск,Архангельская Область,,Россия,ok
Североморск г,Мурманская обл,североморск,15.089529383688642,69.06936,33.40807,Североморск,Мурманская Область,,Россия,ok
Североонежск рп,Архангельская обл,,,,,,,,,not_found
Североуральск г,Свердловская обл,североуральск,15.04193305681139,60.15328,59.95205,Североуральск,Свердловская Область,,Россия,ok
Северск г,Томская обл,северск,15.160682556016328,56.60056,84.88639,Северск,Томская Область,,Россия,ok
Северская ст-ца,Краснодарский край,,,,,,,,,not_found
Севск г,Брянская обл,севск,14.893524541502988,52.14904,34.49347,Севск,Брянская Область,Севский Район,Россия,ok
Сегежа г,Карелия Респ,сегежа,15.041496296514362,63.74549,34.31614,Сегежа,Карелия,,Россия,ok
Селижарово пгт,Тверская обл,селижарово,14.886742743852498,56.85188,33.44869,Селижарово,Тверская Область,,Россия,ok
Селты с,Удмуртская Респ,селты,8.861685751452919,57.3132,52.1345,Селты,Удмуртия,,Россия,ok
Сельниково д,Московская обл,сельниково,14.683625927727707,55.13643,39.15971,Сельниково,Московская область,,Россия,ok
Сельцо г,Брянская обл,сельцо,14.98074170837854,53.36831,34.10328,Сельцо,Брянская Область,,Россия,ok
Сельцо п,Ленинградская обл,сельцо,14.0,59.9425,34.22278,Сельцо,Ленинградская область,,Россия,ok
Сельцо с,Владимирская обл,сельцо,8.98074170837854,53.36831,34.10328,Сельцо,Брянская Область,,Россия,ok
Селятино рп,Московская обл,селятино,14.946923709299622,55.51514,36.97746,Селятино,Московская область,,Россия,ok
Семенково п,Вологодская обл,семенково,14.0,59.93333,41.2,Семёнково,Вологодская Область,,Россия,ok
Семенов г,Нижегородская обл,семенов,15.009827278074528,56.78758,44.49619,Семёнов,Нижегородская Область,,Россия,ok
Семибратово рп,Ярославская обл,семибратово,14.89242570208881,57.30461,39.53688,Семибратово,Ярославская Область,,Россия,ok
Семикаракорск г,Ростовская обл,семикаракорск,15.006832379498906,47.51683,40.80831,Семикаракорск,Ростовская Область,,Россия,ok
Семилетка с,Башкортостан Респ,семилетка,14.833423142973484,55.36028,54.61528,Семилетка,Башкортостан,Дюртюлинский Район,Россия,ok
Семилуки г,Воронежская обл,семилуки,15.017572598349403,51.6821,39.0302,Семилуки,Воронежская Область,,Россия,ok
Семрино п,Ленинградская обл,семрино,14.0,59.5425,30.38556,Семрино,Ленинградская область,,Россия,ok
Сенгилей г,Ульяновская обл,сенгилей,14.898956900480703,53.95849,48.79503,Сенгилей,Ульяновская Область,,Россия,ok
Сенной п,Краснодарский край,сенной,14.0,45.2985,36.99696,Сенной,Краснодарский край,,Россия,ok
Сенной рп,Саратовская обл,сенной,14.885080419575642,52.1509,46.96309,Сенной,Саратовская Область,,Россия,ok
Серафимович г,Волгоградская обл,серафимович,14.919502366786428,49.57572,42.73227,Серафимович,Волгоградская Область,,Россия,ok
Серафимовский с,Башкортостан Респ,серафимовский,14.924580403625177,54.42408,53.7964,Серафимовский,Башкортостан,,Россия,ok
Сергач г,Нижегородская обл,сергач,15.001511836870732,55.52771,45.45679,Сергач,Нижегородская Область,,Россия,ok
Сергиев Посад г,Московская обл,сергиев посад,15.160142157253503,56.31204,38.13869,Сергиев Посад,Московская область,,Россия,ok
Сергиевск с,Самарская обл,сергиевск,14.0,53.9431,51.16853,Сергиевск,Самарская Область,,Россия,ok
Сергиевская ст-ца,Краснодарский край,,,,,,,,,not_found
Сергиевский п,Московская обл,сергиевский,8.823244015847033,44.33749,131.66142,Сергиевский,Приморский Край,,Россия,ok
Сердобск г,Пензенская обл,сердобск,15.050925055935364,52.45861,44.21689,Сердобск,Пензенская Область,,Россия,ok
Серебрянский п,Ленинградская обл,серебрянский,14.0,58.58425,29.61735,Серебрянский,Ленинградская область,Лужский Район,Россия,ok
Серебряные Пруды пгт.,Московская обл,серебряные пруды,14.909985563880092,54.4748,38.72791,Серебряные Пруды,Московская область,,Россия,ok
Середа с,Ярославская обл,середа,14.0,58.00242,40.43947,Середа,Ярославская Область,,Россия,ok
Середка с,Псковская обл,середка,14.822282213081364,58.15838,28.18576,Серёдка,Псковская Область,,Россия,ok
Середниково с,Московская обл,середниково,14.464439089914135,55.93307,37.22451,Середниково,Московская область,,Россия,ok
Серноводск п,Самарская обл,серноводск,14.818060094759446,53.92293,51.25704,Серноводск,Самарская Область,,Россия,ok
Сернур пгт,Марий Эл Респ,сернур,14.90962754156882,56.93583,49.14923,Сернур,Марий Эл,,Россия,ok
Серов г,Свердловская обл,серов,15.149719234598123,59.59737,60.58608,Серов,Свердловская Область,,Россия,ok
Серпухов г,Московская обл,серпухов,15.176102695952515,54.9198,37.41618,Серпухов,Московская область,,Россия,ok
Сертолово г,Ленинградская обл,сертолово,15.06833398131816,60.1444,30.20165,Сертолово,Ленинградская область,,Россия,ok
Сеченово с,Нижегородская обл,сеченово,14.85471402677842,55.22448,45.88864,Сеченово,Нижегородская Область,,Россия,ok
Сеща п,Брянская обл,сеща,14.85249629286806,53.7361,33.3387,Сеща,Брянская Область,,Россия,ok
Сибай г.,Башкортостан Респ,сибай,15.10282710349513,52.71793,58.66667,Сибай,Башкортостан,,Россия,ok
Сива с,Пермский край,сива,14.846484671104404,58.38057,54.37377,Сива,Пермский край,,Россия,ok
Сиверский пгт,Ленинградская обл,сиверский,14.939905809627538,59.35444,30.07833,Сиверский,Ленинградская область,,Россия,ok
Сизый Бугор с,Астраханская обл,сизый бугор,14.7367077059881,46.21343,48.50462,Сизый Бугор,Астраханская Область,,Россия,ok
Силикатный п,Марий Эл Респ,силикатный,14.0,56.37806,48.1975,Силикатный,Марий Эл,,Россия,ok
Силикатный рп,Ульяновская обл,силикатный,14.819284713459286,53.98957,48.32749,Силикатный,Ульяновская Область,,Россия,ok
Сим г,Челябинская обл,сим,14.965713934357732,54.993,57.6982,Сим,Челябинская,,Россия,ok
Сима с,Владимирская обл,сима,14.0,56.68413,39.55289,Сима,Владимирская область,,Россия,ok
Симбухово д,Московская обл,симбухово,14.0,55.38333,36.31806,Симбухово,Московская область,,Россия,ok
Синдор пгт,Коми Респ,синдор,14.796589273508452,62.86286,51.89051,Синдор,Коми,,Россия,ok
Синегорский п,Ростовская обл,синегорский,14.880402490241318,48.01389,40.84468,Синегорский,Ростовская Область,,Россия,ok
Синьково д,Московская обл,синьково,14.55683445037611,56.38906,37.30648,Синьково,Московская область,,Россия,ok
Синявино гп,Ленинградская обл,,,,,,,,,not_found
Синявское с,Ростовская обл,синявское,14.822040309993373,47.27691,39.27843,Синявское,Ростовская Область,,Россия,ok
Сириус пгт.,Краснодарский край,сириус,14.953017496744437,43.40504,39.95963,Сириус,Краснодарский край,,Россия,ok
Скобелевка д,Пермский край,скобелевка,14.0,58.2347,56.2895,Скобелевка,Пермский край,,Россия,ok
Скопин г,Рязанская обл,скопин,15.010061561664706,53.82499,39.5531,Скопин,Рязанская Область,,Россия,ok
Скородное с,Белгородская обл,скородное,14.821012440516428,51.071,37.22756,Скородное,Белгородская Область,,Россия,ok
Скоропусковский рп,Московская обл,скоропусковский,14.860061479955531,56.36667,38.16667,Скоропусковский,Московская область,,Россия,ok
Скотное д,Ленинградская обл,скотное,14.0,60.17885,30.36746,Скотное,Ленинградская область,,Россия,ok
Скрябино д,Брянская обл,скрябино,14.0,53.13966,34.11779,Скрябино,Брянская Область,,Россия,ok
Славгород г,Алтайский край,славгород,15.04382835769407,52.99997,78.64733,Славгород,Алтайский Край,,Россия,ok
Славный пгт,Тульская обл,славный,14.75342283262741,53.54654,36.47387,Славный,Тульская Область,,Россия,ok
Славянск-на-Кубани г,Краснодарский край,,,,,,,,,not_found
Сланцы г,Ленинградская обл,сланцы,15.049709060275967,59.1179,28.08826,Сланцы,Ленинградская область,,Россия,ok
Слобода (Слободское с/п) д,Ярославская обл,,,,,,,,,not_found
Слобода д,Московская обл,слобода,8.0,55.07004,36.0579,Слобода,Калужская Область,Медынский Район,Россия,ok
Слободской г.,Кировская обл,слободской,15.038474017395975,58.73133,50.17119,Слободской,Кировская Область,,Россия,ok
Смирновка п,Московская обл,смирновка,8.0,54.39861,41.27722,Смирновка,Рязанская Область,,Россия,ok
Смоленск г,Смоленская обл,смоленск,15.270692671821784,54.77826,32.05088,Смоленск,Смоленская Область,,Россия,ok
Смоленская ст-ца,Краснодарский край,,,,,,,,,not_found
Смоленское с,Алтайский край,смоленское,14.91518634422172,52.30358,85.07597,Смоленское,Алтайский Край,,Россия,ok
Смышляевка пгт,Самарская обл,смышляевка,14.868423189134568,53.23913,50.39072,Смышляевка,Самарская Область,,Россия,ok
Снегири дп,Московская обл,,,,,,,,,not_found
Снежинск г,Челябинская обл,снежинск,15.0821516772364,56.07834,60.74785,Снежинск,Челябинская,,Россия,ok
Снежногорск г,Мурманская обл,снежногорск,14.939391114817058,69.19333,33.25314,Снежногорск,Мурманская Область,,Россия,ok
Снопок Новый п,Московская обл,снопок новый,14.687005341179812,55.77016,39.16039,Снопок Новый,Московская область,,Россия,ok
Собинка г,Владимирская обл,собинка,14.992617816245582,55.99003,40.02052,Собинка,Владимирская область,,Россия,ok
Соболево д,Московская обл,соболево,8.0,54.1888,40.0482,Соболево,Рязанская Область,,Россия,ok
Советск г,Калининградская обл,советск,15.067613883420869,55.08392,21.87851,Советск,Калининградская Область,,Россия,ok
Советск г,Кировская обл,советск,14.979087860815348,57.58937,48.95525,Советск,Кировская Область,,Россия,ok
Советск г,Тульская обл,советск,14.893022956502072,53.93601,37.62774,Советск,Тульская Область,,Россия,ok
Советская ст-ца,Краснодарский край,,,,,,,,,not_found
Советская ст-ца,Ростовская обл,,,,,,,,,not_found
Советский г,Ханты-Мансийский Автономный округ - Югра АО,советский,9.007263943528145,61.36139,63.58417,Советский,Ханты-Мансийский АО,,Россия,ok
Советский гп,Ленинградская обл,,,,,,,,,not_found
Советский пгт,Марий Эл Респ,советский,14.927565983809682,56.76209,48.47568,Советский,Марий Эл,,Россия,ok
"Совхоз ""Победа"" с",Калужская обл,,,,,,,,,not_found
Совхозный п,Свердловская обл,совхозный,14.81738574547736,56.5599,61.426,Совхозный,Свердловская Область,,Россия,ok
Сокол г,Вологодская обл,сокол,15.064958290741416,59.46167,40.12056,Сокол,Вологодская Область,,Россия,ok
Сокол п,Владимирская обл,сокол,9.095082409052244,55.8,37.51667,Сокол,Москва,,Россия,ok
Соколовское с,Краснодарский край,соколовское,14.805165955684195,45.25833,40.67972,Соколовское,Краснодарский край,,Россия,ok
Сокольское рп,Нижегородская обл,сокольское,14.877570388656777,57.13947,43.16263,Сокольское,Нижегородская Область,,Россия,ok
Сокуры с,Татарстан Респ,сокуры,14.0,55.61847,49.39946,Сокуры,Татарстан,,Россия,ok
Солдато-Александровское с,Ставропольский край,,,,,,,,,not_found
Солдатское с,Воронежская обл,солдатское,8.0,60.5,29.01667,Солдатское,Ленинградская область,,Россия,ok
Солигалич г,Костромская обл,солигалич,14.88373908555447,59.0784,42.28713,Солигалич,Костромская Область,,Россия,ok
Солидарность п,Липецкая обл,солидарность,14.0,52.59155,38.57977,Солидарность,Липецкая Область,,Россия,ok
Соликамск г,Пермский край,соликамск,15.152102259455768,59.66686,56.74267,Соликамск,Пермский край,,Россия,ok
Солнечногорск г,Московская обл,солнечногорск,15.09834605369853,56.17527,36.97082,Солнечногорск,Московская область,,Россия,ok
Солнечнодольск п,Ставропольский край,солнечнодольск,8.947799829259704,45.3179,41.5407,Солнечнодольск,Ставрополье,,Россия,ok
Солнечный п,Красноярский край,солнечный,14.0,55.28538,89.82829,Солнечный,Красноярский Край,,Россия,ok
Солнечный п,Ханты-Мансийский Автономный округ - Югра АО,солнечный,8.956296713306834,50.72498,136.63562,Солнечный,Хабаровский Край,,Россия,ok
Солнцево рп,Курская обл,солнцево,14.838366179879172,51.41552,36.75667,Солнцево,Курская Область,,Россия,ok
Солонцы п,Красноярский край,солонцы,8.0,54.25,56.86667,Солонцы,Башкортостан,,Россия,ok
Соль-Илецк г,Оренбургская обл,,,,,,,,,not_found
Сольвычегодск г,Архангельская обл,сольвычегодск,14.78103526837243,61.33046,46.91559,Сольвычегодск,Архангельская Область,,Россия,ok
Сольцы г,Новгородская обл,сольцы,14.927105910701089,58.12229,30.31831,Сольцы,Новгородская Область,,Россия,ok
Сонково пгт,Тверская обл,сонково,14.839660622842713,57.78184,37.16458,Сонково,Тверская Область,,Россия,ok
Сорочинск г.,Оренбургская обл,сорочинск,15.033305973598752,52.42882,53.15025,Сорочинск,Оренбургская Область,,Россия,ok
Сорск г,Хакасия Респ,сорск,14.947547003995744,54.00126,90.25154,Сорск,Хакасия,,Россия,ok
Сортавала г,Карелия Респ,сортавала,14.994083150567654,61.71233,30.70953,Сортавала,Карелия,,Россия,ok
Сосенский г,Калужская обл,сосенский,14.943228320271388,54.05899,35.96228,Сосенский,Калужская Область,,Россия,ok
Сосково с,Орловская обл,сосково,14.764730883235623,52.74752,35.38277,Сосково,Орловская Область,,Россия,ok
Сосновка г,Кировская обл,сосновка,14.94218161184227,56.25496,51.28419,Сосновка,Кировская Область,,Россия,ok
Сосновка п,Вологодская обл,сосновка,9.11008586132275,60.01667,30.35,Сосновка,Санкт-Петербург,,Россия,ok
Сосновка рп,Тамбовская обл,сосновка,14.92568422056276,53.23088,41.36562,Сосновка,Тамбовская Область,,Россия,ok
Сосновка с,Кемеровская область - Кузбасс обл,сосновка,9.11008586132275,60.01667,30.35,Сосновка,Санкт-Петербург,,Россия,ok
Сосновка с,Пензенская обл,сосновка,9.11008586132275,60.01667,30.35,Сосновка,Санкт-Петербург,,Россия,ok
Сосново п,Ленинградская обл,сосново,14.868676717538769,60.55145,30.21441,Сосново,Ленинградская область,,Россия,ok
Сосновоборск г,Красноярский край,сосновоборск,15.03619561584666,56.1218,93.33814,Сосновоборск,Красноярский Край,,Россия,ok
Сосновоборск рп,Пензенская обл,сосновоборск,14.889562962713647,53.29066,46.24849,Сосновоборск,Пензенская Область,,Россия,ok
Сосновское рп,Нижегородская обл,сосновское,14.901286456741056,55.80623,43.1719,Сосновское,Нижегородская Область,Сосновский Район,Россия,ok
Сосновый Бор г,Ленинградская обл,сосновый бор,15.113552289462694,59.8996,29.08574,Сосновый Бор,Ленинградская область,,Россия,ok
Сосновый Бор п,Татарстан Респ,сосновый бор,9.113552289462694,59.8996,29.08574,Сосновый Бор,Ленинградская область,,Россия,ok
Сосновый Бор рп,Псковская обл,сосновый бор,9.113552289462694,59.8996,29.08574,Сосновый Бор,Ленинградская область,,Россия,ok
Сосногорск г,Коми Респ,сосногорск,15.02868433750562,63.59669,53.89178,Сосногорск,Коми,,Россия,ok
Сосны п,Ростовская обл,сосны,14.0,48.172,40.8182,Сосны,Ростовская Область,,Россия,ok
Сосьва пгт,Свердловская обл,сосьва,14.916910162395958,59.17662,61.85579,Сосьва,Свердловская Область,,Россия,ok
Соузга с,Алтай Респ,соузга,14.709090982207998,51.88722,85.84944,Соузга,Алтай,,Россия,ok
Софрино рп,Московская обл,софрино,14.963338341235842,56.15,37.93333,Софрино,Московская область,,Россия,ok
Софрино с,Московская обл,софрино,14.963338341235842,56.15,37.93333,Софрино,Московская область,,Россия,ok
Сочи г,Краснодарский край,сочи,15.269957610311115,43.59699,39.72477,Сочи,Краснодарский край,Sochi City,Россия,ok
Спас-Деменск г,Калужская обл,,,,,,,,,not_found
Спас-Заулок с,Московская обл,,,,,,,,,not_found
Спас-Клепики г,Рязанская обл,,,,,,,,,not_found
Спасск г,Пензенская обл,спасск,14.887849740373865,53.92559,43.18394,Спасск,Пензенская Область,,Россия,ok
Спасск-Рязанский г,Рязанская обл,,,,,,,,,not_found
Спасское с,Нижегородская обл,спасское,14.830003171177957,55.85811,45.69608,Спасское,Нижегородская Область,,Россия,ok
Спасское с,Тульская обл,спасское,8.87059937143079,44.61208,132.79884,Спасское,Приморский Край,,Россия,ok
Спиридоновка с,Самарская обл,спиридоновка,14.838662882139513,53.09248,50.64621,Спиридоновка,Самарская Область,,Россия,ok
Спирово пгт.,Тверская обл,спирово,14.880101783354071,57.41963,34.98102,Спирово,Тверская Область,,Россия,ok
Спицевка с,Ставропольский край,спицевка,8.812415060330663,45.12306,42.5125,Спицевка,Ставрополье,,Россия,ok
Спутник нп,Мурманская обл,,,,,,,,,not_found
Среднеуральск г,Свердловская обл,среднеуральск,14.991195163094826,56.98921,60.46662,Среднеуральск,Свердловская Область,,Россия,ok
Средний Икорец с,Воронежская обл,средний икорец,14.809376775793108,51.06749,39.75838,Средний Икорец,Воронежская Область,,Россия,ok
Средняя Ахтуба рп,Волгоградская обл,средняя ахтуба,14.953878043690011,48.71004,44.86723,Средняя Ахтуба,Волгоградская Область,,Россия,ok
Ставрово п,Владимирская обл,ставрово,14.896482339168507,56.13311,40.01295,Ставрово,Владимирская область,,Россия,ok
Ставрополь г,Ставропольский край,ставрополь,8.0,46.61722,42.25806,Ставрополь,Ростовская Область,,Россия,ok
Становое д,Орловская обл,становое,14.0,53.10327,36.28856,Становое,Орловская Область,,Россия,ok
Становое с,Липецкая обл,становое,14.855871893824474,52.76115,38.3439,Становое,Липецкая Область,,Россия,ok
Станционно-Ояшинский рп,Новосибирская обл,,,,,,,,,not_found
Старая Вичуга п,Ивановская обл,старая вичуга,14.863052187672324,57.26833,41.87873,Старая Вичуга,Ивановская Область,,Россия,ok
Старая Кулатка рп,Ульяновская обл,старая кулатка,14.870334075304372,52.72932,47.62145,Старая Кулатка,Ульяновская Область,,Россия,ok
Старая Купавна г,Московская обл,старая купавна,15.000333288750584,55.80799,38.1805,Старая Купавна,Московская область,,Россия,ok
Старая Майна рп,Ульяновская обл,старая майна,14.884332645024228,54.60596,48.92487,Старая Майна,Ульяновская Область,,Россия,ok
Старая Рачейка с,Самарская обл,,,,,,,,,not_found
Старая Русса г,Новгородская обл,старая русса,15.044301724443049,57.99618,31.36003,Старая Русса,Новгородская Область,,Россия,ok
Старая Станица х,Ростовская обл,старая,8.8399535147948,59.92749,30.62765,Старая,Ленинградская область,,Россия,ok
Старица г,Тверская обл,старица,14.911986846881211,56.50542,34.93396,Старица,Тверская Область,,Россия,ok
Старобалтачево с,Башкортостан Респ,старобалтачево,14.86328406149422,56.0014,55.91644,Старобалтачево,Башкортостан,,Россия,ok
Старобжегокай аул,Адыгея Респ,,,,,,,,,not_found
Старовеличковская ст-ца,Краснодарский край,,,,,,,,,not_found
Стародеревянковская ст-ца,Краснодарский край,,,,,,,,,not_found
Стародуб г,Брянская обл,стародуб,14.982768583911984,52.58501,32.76314,Стародуб,Брянская Область,,Россия,ok
Стародубское с,Ставропольский край,стародубское,8.831996102188652,44.56306,44.01528,Стародубское,Ставрополье,,Россия,ok
Старое Дрожжаное с,Татарстан Респ,старое дрожжаное,14.811342663994363,54.72384,47.55652,Старое Дрожжаное,Татарстан,,Россия,ok
Старое Михайловское д,Удмуртская Респ,,,,,,,,,not_found
Старое Субханкулово с,Башкортостан Респ,,,,,,,,,not_found
Старое Шигалеево с,Татарстан Респ,старое шигалеево,14.0,55.82788,49.51023,Старое Шигалеево,Татарстан,,Россия,ok
Старожилово рп,Рязанская обл,старожилово,14.854636356871602,54.23296,39.9093,Старожилово,Рязанская Область,,Россия,ok
Старокучергановка с,Астраханская обл,старокучергановка,14.864100247714251,46.32476,47.9555,Старокучергановка,Астраханская Область,,Россия,ok
Старолеушковская ст-ца,Краснодарский край,,,,,,,,,not_found
Старомарьевка с,Ставропольский край,старомарьевка,8.0,45.09389,42.24167,Старомарьевка,Ставрополье,,Россия,ok
Староминская ст-ца,Краснодарский край,,,,,,,,,not_found
Старомышастовская ст-ца,Краснодарский край,,,,,,,,,not_found
Старонижестеблиевская ст-ца,Краснодарский край,,,,,,,,,not_found
Старосубхангулово с,Башкортостан Респ,старосубхангулово,14.83783907885358,53.10375,57.42873,Старосубхангулово,Башкортостан,,Россия,ok
Старотимошкино рп,Ульяновская обл,старотимошкино,14.830943074214034,53.71908,47.53116,Старотимошкино,Ульяновская Область,,Россия,ok
Старотитаровская ст-ца,Краснодарский край,,,,,,,,,not_found
Старошешминск с,Татарстан Респ,старошешминск,14.0,55.38004,51.24526,Старошешминск,Татарстан,,Россия,ok
Старощербиновская ст-ца,Краснодарский край,,,,,,,,,not_found
Староюрьево с,Тамбовская обл,староюрьево,14.88394216076206,53.31949,40.70227,Староюрьево,Тамбовская Область,,Россия,ok
Старые Ерыклы д,Татарстан Респ,старые ерыклы,14.0,55.6225,52.2412,Старые Ерыклы,Татарстан,,Россия,ok
Старый Городок п,Московская обл,старый городок,8.0,52.17071,32.15164,Старый Городок,Брянская Область,,Россия,ok
Старый Оскол г,Белгородская обл,старый оскол,15.233260837546728,51.3025,37.84613,Старый Оскол,Белгородская Область,,Россия,ok
Старь рп,Брянская обл,старь,14.851619269108266,53.62362,34.15183,Старь,Брянская Область,,Россия,ok
Стеклянный п,Ленинградская обл,стеклянный,8.0,54.89762,43.60232,Стеклянный,Нижегородская Область,,Россия,ok
Степанцево п,Владимирская обл,степанцево,14.791753635394365,56.13143,41.7032,Степанцево,Владимирская область,,Россия,ok
Степанщино д,Московская обл,степанщино,14.637672694789863,55.24862,38.52785,Степанщино,Московская область,,Россия,ok
Степное рп,Саратовская обл,степное,14.954938073670313,51.37985,46.84885,Степное,Саратовская Область,,Россия,ok
Степное с,Ставропольский край,степное,8.954938073670311,51.37985,46.84885,Степное,Саратовская Область,,Россия,ok
Стерлибашево с,Башкортостан Респ,стерлибашево,14.866336930157384,53.43795,55.25726,Стерлибашево,Башкортостан,,Россия,ok
Стерлитамак г,Башкортостан Респ,стерлитамак,15.249587247395295,53.63793,55.9533,Стерлитамак,Башкортостан,,Россия,ok
Стодолище п,Смоленская обл,стодолище,14.807059353994951,54.18594,32.64925,Стодолище,Смоленская Область,,Россия,ok
Столбище с,Татарстан Респ,столбище,8.0,52.589,35.2926,Столбище,Орловская Область,,Россия,ok
Сторожевая ст-ца,Карачаево-Черкесская Респ,,,,,,,,,not_found
Стрежевой г,Томская обл,стрежевой,15.07096285409093,60.7333,77.5889,Стрежевой,Томская Область,,Россия,ok
Стрелецкие Выселки с,Рязанская обл,стрелецкие выселки,14.0,54.19858,38.94938,Стрелецкие Выселки,Рязанская Область,,Россия,ok
Стрелецкое с,Белгородская обл,стрелецкое,14.0,50.73635,36.31534,Стрелецкое,Белгородская Область,,Россия,ok
Стрелица рп,Воронежская обл,стрелица,14.84684230270468,51.60538,38.90601,Стрелица,Воронежская Область,,Россия,ok
Стрелка п,Краснодарский край,стрелка,14.860043078998627,45.20633,37.2865,Стрелка,Краснодарский край,,Россия,ok
Стрельцы с,Тамбовская обл,стрельцы,14.0,52.72504,41.32036,Стрельцы,Тамбовская Область,,Россия,ok
Стрехнино с,Тюменская обл,,,,,,,,,not_found
Стрижи пгт,Кировская обл,стрижи,14.826410576372895,58.465,49.261,Стрижи,Кировская Область,,Россия,ok
Строитель г,Белгородская обл,строитель,14.983290413108069,50.78816,36.47751,Строитель,Белгородская Область,,Россия,ok
Строитель п,Тамбовская обл,строитель,8.983290413108067,50.78816,36.47751,Строитель,Белгородская Область,,Россия,ok
Стройкерамика пгт,Самарская обл,,,,,,,,,not_found
Струги Красные рп,Псковская обл,,,,,,,,,not_found
Струнино г,Владимирская обл,струнино,14.964756251169751,56.37328,38.58321,Струнино,Владимирская область,,Россия,ok
Стулово д,Кировская обл,стулово,14.815737044118675,58.7225,50.14389,Стулово,Кировская Область,,Россия,ok
Ступино г,Московская обл,ступино,15.101862914315545,54.89735,38.06796,Ступино,Московская область,,Россия,ok
Суворов г,Тульская обл,суворов,14.995513078568797,54.1223,36.49657,Суворов,Тульская Область,,Россия,ok
Суворовская ст-ца,Ставропольский край,,,,,,,,,not_found
Суда п,Вологодская обл,суда,14.862748154531037,59.15254,37.5582,Суда,Вологодская Область,,Россия,ok
Судиславль пгт,Костромская обл,судиславль,14.856350409427948,57.88201,41.70745,Судиславль,Костромская Область,,Россия,ok
Судоверфь п,Ярославская обл,судоверфь,14.775018416225784,58.11696,38.64175,Судоверфь,Ярославская Область,,Россия,ok
Судогда г,Владимирская обл,судогда,14.94938638092791,55.95171,40.87354,Судогда,Владимирская область,,Россия,ok
Суздаль г,Владимирская обл,суздаль,14.932223946447358,56.42408,40.44978,Суздаль,Владимирская область,,Россия,ok
Суземка п,Брянская обл,суземка,14.914793291184756,52.31834,34.07899,Суземка,Брянская Область,,Россия,ok
Сузун рп,Новосибирская обл,сузун,14.96399125554276,53.78457,82.31595,Сузун,Новосибирская Область,,Россия,ok
Сукко с,Краснодарский край,сукко,14.743897159239586,44.79945,37.42145,Сукко,Краснодарский край,,Россия,ok
Суксун рп,Пермский край,суксун,14.902220192986066,57.14508,57.39514,Суксун,Пермский край,,Россия,ok
Сулея рп,Челябинская обл,сулея,14.852793528794814,55.17111,58.78139,Сулея,Челябинская,,Россия,ok
Сумино п,Ленинградская обл,сумино,14.0,59.47379,29.47893,Сумино,Ленинградская область,,Россия,ok
Суна пгт,Кировская обл,суна,14.778364059622126,57.83233,50.0591,Суна,Кировская Область,,Россия,ok
