Precatalyst,Cocatalyst,ratio,solvent,T,P,time,Activity,C4,C6,C8,1-C4,1-C6,Precatalyst_metal,ligand_type
C1C(Br)=N2[Ni](Br)(Br)N3=C(C)C=C(C)N3C2=CC=1,MAO,1000.0,Cc1ccccc1,304.65,5.0,1.0,500000.0,91.0,6.0,2.0,81.0,51.0,Ni,"(N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(C)C=5NC=4C4C=CC=C(N=43)C=2C)C=1C,MAO,1000.0,Cc1ccccc1,303.15,30.0,0.5,70000.0,44.5,9.6,29.3,,,Fe,"(N,N,N)"
C1C=CN2[Ni]34(Br)([NH+](CCOC)CC5C=CC=CN=53)[NH+](CCO4C)CC=2C=1,EADC,300.0,Cc1ccccc1,303.15,10.0,1.0,2680000.0,57.0,38.0,5.0,82.0,51.0,Ni,"(N,N,N,N,O)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,MAO,1000.0,Cc1ccccc1,313.15,1.0,0.5,54000.0,98.48,1.52,,,,Ni,"(N,P)"
C12[P+]([Cr]34(O=C(C)CC(C)=O3)(O=C(C)CC(C)=O4)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)C1=CC(OC)=C(OC)C=2)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,730.0,Cc1ccccc1,358.15,20.0,0.5,4342000.0,0.6,58.4,30.5,,87.7,Cr,"(O,O,O,O,P,P)"
C1C=CC=N2[Ni]345[O+]6([Ni]789([O+]%10([Ni]%11%12%136(Br3)N3C=CC=CC=3C(=O)N%11C3C(Br)=CC(Br)=CN=3[Ni]3%10(Br7)O%12C(=NC6N%13=CC(Br)=CC=6Br)C6N3=CC=CC=6)C)(N3C=CC=CC=3C(=O)N8C3C(Br)=CC(Br)=CN4=3)N3=CC(Br)=C(Br)C=C3N=C(O59)C=12)C,MAO,1000.0,Cc1ccccc1,293.15,30.0,0.5,1960000.0000000005,95.8,4.2,,92.8,,Ni,"(N,N,O,O); (N,N,N,O,O,O)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N(C2C(C)=CC=CC=2C)=C(C)C=4C=CC=3)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,300.0,Cc1ccccc1,298.15,10.0,0.5,156000.0,97.1,2.9,,96.5,,Ni,"(N,N,N)"
C1=CN2=C(CC[P+]([Ni]32(Cl)Cl[Ni]2(Cl)(N4=C(C=CC=C4)CC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)Cl3)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,EADC,4.0,Clc1ccccc1,300.65,10.0,0.5833333333333334,2193510.0,52.0,44.0,4.0,3.0,,Ni,"(N,P)"
C1CC[P+]([Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH2+]1)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,700.0,Cc1ccccc1,323.15,40.0,0.78,18418400.0,,28.8,62.3,,93.5,Cr,"(N,O,P)"
C1(=N(C2C(Cl)=CC=CC=2Cl)[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MMAO,1000.0,Cc1ccccc1,293.15,30.0,0.5,3870000.0000000005,28.2,26.4,18.5,,,Fe,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C=N3C3C(C)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,861000.0,35.7,49.8,14.5,,,Fe,"(N,N,N)"
[Ni]([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)(Cl)Cl,EADC,6.0,Cc1ccccc1,296.15,10.0,0.58,1621290.0,59.0,34.0,34.0,11.0,0.0,Ni,"(P,P)"
N12[Ni]3(Cl)O(CCN3=CC1=CC=C2)C1C=CC=CC=1,EASC,500.0,Cc1ccccc1,303.15,20.0,0.33,308550.0,97.7,2.3,,90.0,52.0,Ni,"(N,N,O)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N4C5C=C(C(C)(C)C)C=CC=5OC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,353.15,10.0,0.5,1890000.0,55.1,29.2,,,,Cr,"(N,N,N)"
C12C=N3[Ni]4(N(=CC5C(O4)=C(C(C)(C)C)C=CC=5)CC3)OC=1C(C(C)(C)C)=CC=C2,MAO,275.0,C1CCCCC1,323.15,40.0,0.5,930000.0000000001,54.9,23.1,8.2,76.3,51.2,Ni,"(N,N,O,O)"
C1C=CC=C(OCCN2[Ni](Cl)(Cl)OC3=CC=CC=C3C=2)C=1,MAO,300.0,Cc1ccccc1,323.15,10.0,0.5,157000.0,78.4,8.61,5.15,,,Ni,"(N,O)"
C1CC[P+]([Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH2+]1)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,600.0,C1CCCCC1,318.15,45.0,0.78,15418000.000000002,,24.9,67.2,,92.3,Cr,"(N,O,P)"
C12C=CC3C=CC(C)=N4[Ni]5(Cl)(Cl)N6C7C=CC=CC=7NC=6C(=CC=1)N5=C2C=34,DEAC,300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,2330000.0,92.3,7.7,,90.5,,Ni,"(N,N,N)"
C1C=C2C3=N4[Co](Cl)(Cl)(N(C5C(C(C)C)=CC=CC=5C(C)C)=C3C3=CC=CC(C=1)=C23)N(CC)(CC)CC4,MAO,700.0,Cc1ccccc1,323.15,1.3,0.5,26000.0,52.8,47.2,,65.71969696969698,31.144067796610166,Co,"(N,N,N)"
C1C=CC(C)=C(N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1C,DEAC,300.0,Cc1ccccc1,313.15,10.0,0.5,1590000.0,88.3,9.3,,80.9,,Ni,"(N,N,N)"
C1C=CC(Cl)=C(N2[Ni]3(Br)(Br)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1Cl,DEAC,300.0,Cc1ccccc1,313.15,10.0,0.5,3210000.0,91.3,6.4,,81.5,,Ni,"(N,N,N)"
C1C=CC2N3[Ni](Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,0.5,531000.0,46.4,6.6,47.0,,,Ni,"(N,N)"
C1=CC=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5N(C(C)C)C=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.33,861000.0,91.2,8.8,,75.7,,Co,"(N,N,N)"
C1C=C(C2C=CC=CC=2)N2[Ni]3(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C)C4C=CC5C=CC=1C=2C=5N=43,DEAC,300.0,Cc1ccccc1,293.15,1.0,1.0,467000.0,97.0,3.0,,5.8,,Ni,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(CC)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,1500.0,Cc1ccccc1,293.15,1.0,0.5,638000.0,53.2,27.6,19.2,,,Fe,"(N,N,N)"
N1(=C(C2C=CC=CC=2)[P+](C2=C(OC)C=CC=C2)(C2=C(OC)C=CC=C2)[Cr]231(OC(C(CCCC)CC)=O2)OC(C(CCCC)CC)=O3)C1=C(C(C)C)C=CC=C1C(C)C,MMAO-3A,500.0,"CC1CCCCC1,ZnEt2",333.15,45.0,2.8,3536000.0,0.2,57.4,40.1,100.0,98.5,Cr,"(N,O,O,O,O,P)"
N12CCCO([Ni](Cl)(Cl)N1=C(C)C=C2C)C1C=CC=CC=1,MAO,250.0,Cc1ccccc1,323.15,20.0,0.3333333333333333,967725.0,90.0,10.0,,73.0,21.0,Ni,"(N,O)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C=N3C3C(F)=CC=CC=3F)C=CC3C=CC=1C=2C=34,MAO,500.0,Cc1ccccc1,313.15,10.0,1.0,126000.0,97.6,2.4,0.0,,,Co,"(N,N,N)"
C1=C2CP(C3C=CC=CC=3)(C3C=CC=CC=3)=O[Ni]3(Br)(Br)N4=C(C5C=CC=CC=5)C=C(C5C=CC=CC=5)N4CC(C=C1)=N23,EADC,250.0,Cc1ccccc1,303.15,10.0,1.0,270000.0,98.0,2.0,,11.0,,Ni,"(N,N,O)"
C1C=CC(C(OCC)=O)=N2[Ni](Br)(Br)N(C3C(Br)=CC=CC=3Br)=C(C)C=12,MAO,1000.0,Cc1ccccc1,313.15,1.0,0.5,213000.0,71.24,19.76,,,,Ni,"(N,N)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,"MAO,PPh3",500.0,Cc1ccccc1,298.15,1.0,1.5,244000.0,76.7,22.33,,,,Ni,"(N,P)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,DEAC,20.0,Cc1ccccc1,298.15,1.0,0.5,60000.0,98.54,1.46,,,,Ni,"(N,P)"
C1(=N(C2C(C(C)C)=CC=CC=2C(C)C)[Co]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,820.0,100.0,0.0,,,,Co,"(N,N,N)"
[Ni]1234(N(=C5C=C(NCCOC)C(=O)C=C5O1)CCO2C)O(C)CCN3=C1C=C(NCCOC)C(=O)C(O4)=C1,EADC,6.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,681615.0,89.0,11.0,,,,Ni,"(N,N,O,O,O,O)"
N12CCO([Ni]1(Cl)N1C=CC=C1C=2)C1C=CC=CC=1,MAO,250.0,Cc1ccccc1,303.15,20.0,0.08333333333333333,1567995.0,96.4,3.6,,86.0,49.0,Ni,"(N,N,O)"
C1=CC(C)=N2[Fe]3(Cl)(Cl)N4C5C=CC=CC=5N(CC)C=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1000.0,Cc1ccccc1,293.15,30.0,0.33,623000.0,93.6,6.4,,86.0,,Fe,"(N,N,N)"
C12C(C)(C)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Cl)(Cl)N=1C(C)(C)CO2,EADC,2.0,Clc1ccccc1,300.65,17.0,0.5833333333333334,712470.0,67.0,28.0,3.0,25.0,,Ni,"(N,P)"
C1N=C2C3N=CC=CC=3/C(=N3/NC(=O[Ni]4/3(/N(=C3\C5C=CC=NC=5C5N=CC=CC\3=5)/NC(C3C=CC=CC=3)=O4)(Cl)Cl)C3C=CC=CC=3)/C2=CC=1,MAO,500.0,Cc1ccccc1,303.15,1.0,0.5,123000.0,87.0,11.5,1.5,100.0,6.9,Ni,"(N,N,O,O)"
C1C2C3=N([Ni]4(Cl)(Cl)/N(=C\C5C=CC=CC=5Br)/C5=CC=CC(C=1)=C5N=24)C1C=CC=CC=1N3,DEAC,201.0,Cc1ccccc1,293.15,10.0,0.3333333333333333,4700000.0,86.7,13.3,,89.9,,Ni,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCCCNC(=O)CC1)OC1C=CC=CC=1C=2,EADC,500.0,Cc1ccccc1,298.15,5.0,0.5,4633000.0,1.51,4.2,2.09,,,Ni,"(N,N,O,O)"
C1([Ni](C2N(C3=C(C(C)C)C=CC=C3C(C)C)C=C[N+]=2C2=C(C(C)C)C=CC=C2C(C)C)(Br)Br)=[N+](C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C,EADC,10.0,Cc1ccccc1,295.65,10.0,0.58,158463.0,38.0,40.0,,76.0,4.0,Ni,"(C,C)"
C1=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ni]2([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=CC=C1,[B-]([O+](CC)CC)(F)(F)F,2.0,Not_defined,285.15,1.0,0.13,31980.180999999997,96.8,3.1,0.0,41.6,,Ni,"(C,C,P,P)"
C1C=C(C2C=CC=CC=2)N2[Ni]3(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,DEAC,300.0,Cc1ccccc1,293.15,1.0,1.0,371000.0,96.5,3.5,,3.5,,Ni,"(N,N,N)"
C1C=C2[S+]([Cr](O3CCCC3)(Cl)(Cl)(Cl)N(C3C=CC(OC)=CC=3)=CC2=CC=1)C1C=CC=CC=1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,746130.0,16.7,19.5,17.3,,,Cr,"(N,O,S)"
N12C(C)=CC(C)=N1[Ni]1(N3=C(C)C=C(C)N3C(C3C=CC=CC=3)=N1C1C=CC=CC=1)(Br)(Br)N(C1C=CC=CC=1)=C2C1C=CC=CC=1,MAO,400.0,Cc1ccccc1,273.15,0.5,1.0,180000.0,58.4,38.8,2.4,,,Ni,"(N,N,N,N)"
C1C=CN2[Ni]34(Br)([NH+](CCOC)CC5C=CC=CN=53)[NH+](CCO4C)CC=2C=1,EADC,200.0,Cc1ccccc1,303.15,10.0,2.0,1920000.0,56.0,39.0,5.0,73.0,51.0,Ni,"(N,N,N,N,O)"
C12C=CC3C=CC=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7NC=6C(=CC=1)N5=C2C=34,DEAC,300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,10080000.0,90.4,9.6,,71.3,,Ni,"(N,N,N)"
C12C=CC3C=CC(C)=N4[Ni]5(Cl)(Cl)N6C7C=CC=CC=7N(C(C)C)C=6C(=CC=1)N5=C2C=34,DEAC,300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,910000.0,97.1,2.9,,83.6,,Ni,"(N,N,N)"
Cl[Ni](Cl)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,EADC,2.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,44880.0,88.0,12.0,,12.0,,Ni,"(P,P)"
C1C=CC2N3[Ni]4(N(C5C(C)=CC(C)=CC=5C)=C(C)C5NC6C=CC=CC=6N=54)(Br)(Br)N(C4C(C)=CC(C)=CC=4C)=C(C)C=3NC=2C=1,MAO,1500.0,Cc1ccccc1,273.15,1.0,0.5,145000.0,0.53,13.93,16.14,,,Ni,"(N,N,N,N)"
C1C=CC2N3[Ni]4(N(C5C(C)=CC=CC=5C)=C(C)C5NC6C=CC=CC=6N=54)(Br)(Br)N(C4C(C)=CC=CC=4C)=C(C)C=3NC=2C=1,MAO,1500.0,Cc1ccccc1,288.15,1.0,0.5,211000.0,6.34,19.07,16.3,,,Ni,"(N,N,N,N)"
C12C=N3[Ni]4(N(=CC5C(O4)=C(C)C=CC=5)CC3)OC=1C(C)=CC=C2,MAO,275.0,C1CCCCC1,323.15,5.0,0.5,640000.0,31.2,56.2,3.2,83.2,81.9,Ni,"(N,N,O,O)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)(Cl)N4=C(C5N(C)C6C=CC=CC=6N=53)C=CC=C4C=2C)C=1C,MAO,500.0,Cc1ccccc1,333.15,10.0,0.5,4000.0,77.3,22.7,,,,Fe,"(N,N,N)"
C1C=CC2N3[Ni](Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,MMAO,1000.0,Cc1ccccc1,303.15,10.0,0.5,367000.0,37.9,22.4,39.7,,,Ni,"(N,N)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2[Ni]3(Br)(Br)N(C4C(C)=CC(C)=CC=4C)=C(C)C4C=CC=C(N=43)C=2C)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,400.0,Cc1ccccc1,298.15,10.0,0.5,76500.0,97.1,2.9,,96.5,,Ni,"(N,N,N)"
C1=CC2C=N3[Ni]4(N(=CC5C=CC=CC=5O4)CCCCNC(CCN(CCCCCCCCCCCC)CCC(=O)NCCCC3)=O)OC=2C=C1,DEAC,300.0,Cc1ccccc1,308.15,5.0,0.5,1023000.0000000001,81.58,13.82,1.69,,,Ni,"(N,N,O,O)"
C1(=N(C2C(C(C)C)=CC=CC=2C(C)C)[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MAO,1000.0,Cc1ccccc1,293.15,30.0,0.5,14310000.0,42.3,24.8,12.7,,,Fe,"(N,N,N)"
C1(C)(C)COC2C[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni]3(Br[Ni]4(Br3)(Br)N3=C(C[P+]4(C4C=CC=CC=4)C4C=CC=CC=4)OCC3(C)C)(Br)N1=2,EADC,14.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1018215.0,56.0,41.0,2.0,3.0,,Ni,"(N,P)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC=CC=3)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,26100000.0,38.2,43.5,18.3,,,Fe,"(N,N,N)"
C1C=C2C3C=CC=CN=3[Ni](Br)(C3C(C(C)C)=CC(C(C)C)=CC=3C(C)C)N2=CC=1,MAO,300.0,Cc1ccccc1,298.15,5.0,0.25,896666.6666666666,40.15748031496063,27.559055118110237,16.929133858267715,,,Ni,"(C,N,N)"
C12C=CC3C=CC(C)=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7N(CC7C=CC=CC=7)C=6C(=CC=1)N5=C2C=34,DEAC,800.0,Cc1ccccc1,293.15,30.0,0.6666666666666666,1960000.0,94.7,5.3,,72.5,,Ni,"(N,N,N)"
C1C=CC=N2[Ni](Cl)(Cl)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)C(C)(C)C=12,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1629705.0,65.0,32.0,2.5,11.0,,Ni,"(N,P)"
C1=C2N([Ni]([P+](C2(C)C)(C2=CC=CC=C2)C2=CC=CC=C2)(Cl)Cl)=CC=C1,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1629705.0,65.0,32.0,2.5,,,Ni,"(N,P)"
C12[P+]([Cr]34(O=C(C)CC(C)=O3)(O=C(C)CC(C)=O4)[P+](C3C(OC)=CC=C4C=CC=CC=34)(C3C=CC=CC=3)(C3C=CC=CC=3)C1=CC=CC=2)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,730.0,Cc1ccccc1,358.15,20.0,0.5,119600.00000000001,1.8,91.7,0.5,,96.8,Cr,"(O,O,O,O,P,P)"
C1C2C(=N(C3C(C)=CC(C)=CC=3C)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,614000.0,97.4,2.6,,86.5,,Ni,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(C)=CC=3)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,28600000.0,20.7,32.3,47.0,,,Fe,"(N,N,N)"
C12C[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N=1CCS2,MAO,2000.0,Cc1ccccc1,303.15,10.0,0.5,1503480.0,77.1,18.7,3.6,,15.4,Ni,"(N,P)"
C1C(C)(C)N2[Ni](Cl)(Cl)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)OC(C)(C)C=2O1,EADC,1.3,Cc1ccccc1,303.15,10.0,0.5833333333333334,325380.0,92.0,8.0,0.0,16.0,,Ni,"(N,P)"
N12CC3C=CC=C4CN5N(=C(C)C=C5C)[Ni](Cl)(Cl)(N1=C(C)C=C2C)N=34,EADC,250.0,Cc1ccccc1,361.15,40.0,0.5,15312000.000000002,43.0,33.0,24.0,,,Ni,"(N,N,N)"
N12CCO3[Cr](Cl)(Cl)(Cl)(N4=C(C)C=C(C)N4CC3)N1=C(C)C=C2C,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,1155660.0,12.3,16.2,17.9,98.0,100.0,Cr,"(N,N,O)"
C1C=CC(C(OCC)=O)=N2[Ni](Br)(Br)N(C3C(Br)=CC=CC=3Br)=C(C)C=12,MAO,1000.0,Cc1ccccc1,288.15,1.0,0.5,90399.99999999999,70.15,21.89,,,,Ni,"(N,N)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)C)(C(C)C)OC=1C(C)(C)C,MMAO,1176.4705882352941,Cc1ccccc1,273.15,5.0,1.0,412335.0,81.0,17.0,2.0,28.999999999999996,,Ni,"(N,P)"
CC(C)CN1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Cr]2(Cl[Cr]3(Cl)(Cl)([P+](N(CC(C)C)[P+]3(C3C=CC=CC=3)C3C=CC=CC=3)(C3C=CC=CC=3)C3C=CC=CC=3)Cl2)(Cl)(Cl)[P+]1(C1C=CC=CC=1)C1C=CC=CC=1,MAO,800.0,Cc1ccccc1,318.15,40.0,0.5,10498800.0,,20.2,69.1,,38.1,Cr,"(P,P)"
C12=[N+](P(C(C)(C)C)C(C)(C)C)C=CN1[P+](C(C)(C)C)(C(C)(C)C)[Cr]2(CC1=CC=CC=C1)(CC1=CC=CC=C1)CC1=CC=CC=C1,MAO,400.0,C1CCCCC1C,303.15,10.0,0.5833333333333334,314721.0,15.0,17.0,16.0,100.0,95.0,Cr,"(C,C,C,C,P)"
C1C=CC(C(C)C)=C(N2[Fe]3(Cl)(Cl)(Cl)N4=C(C5N(C)C6C=CC=CC=6N=53)C=CC=C4C=2C)C=1C(C)C,MAO,500.0,Cc1ccccc1,293.15,10.0,0.5,795000.0,42.5,25.7,,,,Fe,"(N,N,N)"
C1C=CC=C(OCCN2[Co](Cl)(Cl)OC3=CC=CC=C3C=2)C=1,MAO,300.0,C1CCCCC1,323.15,20.0,0.5,212000.0,60.32,6.84,20.16,,,Co,"(N,O)"
C1(N(CCOC)C=C[N+]=1C1C(C(C)C)=CC=CC=1C(C)C)[Ni](C1N(CCOC)C=C[N+]=1C1C(C(C)C)=CC=CC=1C(C)C)(Cl)Cl,EADC,10.0,Cc1ccccc1,295.65,10.0,0.58,269974.0,64.0,32.0,,52.0,3.0,Ni,"(C,C)"
C1(N(CCOC)C=C[N+]=1CCCC)[Ni](C1N(CCOC)C=C[N+]=1CCCC)(Br)Br,EADC,10.0,Cc1ccccc1,295.65,10.0,0.58,1027074.9999999999,72.0,26.0,,8.0,1.0,Ni,"(C,C)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,400.0,Cc1ccccc1,303.15,5.0,0.5,1330000.0,28.9,35.5,,,,Ni,"(N,N)"
[Ni]([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)(Cl)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)Cl,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,762960.0,86.0,14.0,0.5,,,Ni,"(P,P)"
C1(C2=N(C(CO2)(C)C)[Ni](Cl)(Cl)[P+]1(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,MAO,800.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,221595.0,72.0,23.0,5.0,,,Ni,"(N,P)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C=N3C3C(C)=CC(C)=CC=3C)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,25700000.0,12.6,18.4,69.0,,,Fe,"(N,N,N)"
C1C2C(=N(C3C(Br)=CC=CC=3Br)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,543000.0,97.3,2.7,,89.4,,Ni,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(C(C)C)=CC=CC=3)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,18900000.0,34.9,46.5,18.6,,,Fe,"(N,N,N)"
C(N(CCC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2)CCCC)CC(=O)NCCN1C2N([Ni](Cl)(Cl)N3C=CC=CC1=3)=CC=CC=2,MAO,700.0,C1CCCC(C)C1,328.15,40.0,0.5,111000.00000000001,71.3,9.47,10.27,,,Ni,"(N,N)"
C1C=CC=N2[Ni]345[O+]6([Ni]789([O+]%10([Ni]%11%12%136(Br3)N3C=CC=CC=3C(=O)N%11C3C=CC=CN=3[Ni]3%10(Br7)O%12C(=NC6N%13=CC=CC=6)C6N3=CC=CC=6)C)(N3C=CC=CC=3C(=O)N8C3C=CC=CN4=3)N3=CC=CC=C3N=C(O59)C=12)C,MAO,1000.0,Cc1ccccc1,293.15,20.0,0.5,930000.0000000001,94.7,5.3,,65.2,,Ni,"(N,N,O,O); (N,N,N,O,O,O)"
C12C=N3[Ni]4(N(=CC5C(O4)=C(OC)C=CC=5)CC3)OC=1C(OC)=CC=C2,MAO,275.0,C1CCCCC1,323.15,40.0,0.5,519999.99999999994,43.4,21.9,6.6,73.1,47.2,Ni,"(N,N,O,O)"
[Ni]1234(N(=C5C=C(NCCN6CCOCC6)C(=O)C=C5O1)CCN12CCOCC1)N1(CCOCC1)CCN3=C1C=C(NCCN2CCOCC2)C(=O)C(O4)=C1,EADC,10.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,645150.0,83.0,16.0,,,,Ni,"(N,N,N,N,O,O)"
C1=C2N([Ni]([P+](OC2)(C2=CC=CC=C2)C2=CC=CC=C2)(Cl)Cl)=CC=C1,EADC,4.0,Clc1ccccc1,300.65,10.0,0.5833333333333334,1220175.0,75.0,24.0,1.0,5.0,,Ni,"(N,P)"
C1C2N3N([Ni]4(Br)(Br)N5=C(C)C=C(C)N5C(=CC=1)N=24)=C(C)C=C3C,MAO,1000.0,Cc1ccccc1,303.65,10.0,1.0,300000.0,86.0,8.0,5.0,87.0,49.0,Ni,"(N,N,N)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,"MAO,PPh3",500.0,Cc1ccccc1,298.15,1.0,1.0,333000.0,71.6,25.62,,,,Ni,"(N,P)"
C12C=CC3C=CC(C)=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7NC=6C(=CC=1)N5=C2C=34,DEAC,300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,2520000.0,91.1,8.9,,89.2,,Ni,"(N,N,N)"
C1C=C(C)N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC=1C=2C=43,MMAO-12,100.0,Cc1ccccc1,299.65,20.0,0.5,751740.0,96.0,4.0,,,,Ni,"(N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C(C)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,353.15,10.0,1.0,1690000.0,28.2,41.2,30.6,,,Cr,"(N,N,N)"
